评论id,发布时间,用户id,用户昵称,用户城市,点赞数,回复数,评论内容
4765771434299263,Thu May 05 14:25:16 +0800 2022,6315524362,Mochitin,其他,0,0,我还以为是什么歌词呢……整无语了 不过是一些先入为主的判断和没有思考能力被人带着遛的言论 好好听歌行吗
4765770314418684,Thu May 05 14:20:49 +0800 2022,5682047985,明天去火星1,海外,0,0,支持你 ！
4765770062497654,Thu May 05 14:19:49 +0800 2022,6738080038,用户successfulashore,其他,0,0,众所周知 yxh是💩
4765769432565515,Thu May 05 14:17:19 +0800 2022,6014061721,鱼头DovH34,云南 昆明,0,0,明白 不要过分解读
4765768523187708,Thu May 05 14:13:42 +0800 2022,3058171092,mqxyxbjybb,其他,0,0,太激进了吧 那崔子写的吃做睡岂不是要去坐牢了崔子才是正儿八经真的写了做爱过程
4765768027475817,Thu May 05 14:11:44 +0800 2022,6446824065,我超好运的,广东 深圳,0,0,不会下架就行
4765767687737106,Thu May 05 14:10:23 +0800 2022,6598240124,王麻子同志啊,北京 海淀区,0,0,支持你
4765767607781086,Thu May 05 14:10:04 +0800 2022,5722444622,小静和你没完,北京,0,0,支 持 马 师
4765766815056654,Thu May 05 14:06:55 +0800 2022,6237446595,西海岸annnnn,河北,0,0,支持马师
4765766266131030,Thu May 05 14:04:44 +0800 2022,3720144130,Lucy想要一只加菲,山西 长治,2,0,我觉得不是大家觉得谈性色变 而是 不是所有对性的描述和谈论都应该被打上 新时代”的旗号大力赞扬 不要因为觉得我什么都说就是新时代勇于发声了 含蓄美好的语言本来就是中国人最特别的表达爱的方式 我觉得这首rap没什么 马师的解释也很中肯 但是部分网友表现的有点过于极端
4765765145986495,Thu May 05 14:00:17 +0800 2022,1692242034,甜发财_,四川 成都,0,0,
4765763502606282,Thu May 05 13:53:45 +0800 2022,7351221366,邪洛洛洛要打小怪兽,上海,0,0,好啦解释了就行总会有人不满意的。
4765763384904217,Thu May 05 13:53:17 +0800 2022,6522327767,P_Le1,辽宁,2,0,马思唯脾气好 很真实 笑起来很甜 相信他
4766157552489368,Fri May 06 15:59:34 +0800 2022,2194699334,brilliant1014,四川,0,0,do i很奇怪吗，有什么好跟这些人解释的。多听听欧美歌打开新世界吧，让卡姐教育下你们
4766156676142246,Fri May 06 15:56:05 +0800 2022,6481115014,油炸麦香鸡块米饭玫瑰花,山东,0,0,君子坦荡荡，小人长戚戚
4766155774888194,Fri May 06 15:52:30 +0800 2022,6871757302,悠玖www,其他,0,1,辛苦马师耐心解释了，有些人出警是真出魔怔了，你和yml美女好好谈恋爱
4766152780156783,Fri May 06 15:40:36 +0800 2022,1724171983,SPACEGRRRL,广东 深圳,1,0,连艺术创作都需要解释 这帮人是不是怕听歌会怀孕？
4766150032102348,Fri May 06 15:29:41 +0800 2022,6911221424,和刘耀文在阳台激情四射,重庆,0,0,啊
4766146282653230,Fri May 06 15:14:47 +0800 2022,5250097229,关于夏天是你,贵州 贵阳,0,0,支持马师
4766140893236744,Fri May 06 14:53:22 +0800 2022,7482374998,温和的开水啦啦啦啦,其他,0,1,@摇摇鞋336 哈哈哈哈哈哈哈哈哈哈哈做音乐扰民dbq好戳我笑点哈哈哈哈哈哈哈哈哈哈哈顺便说一句我好喜欢马师的老婆介意把老婆让给我吗🤤
4766139354186301,Fri May 06 14:47:14 +0800 2022,7324928674,需要浪漫199605,吉林,0,0,唱外国歌的时候不挺开心的么？那时候不看歌词了？真的不懂，对中文歌就贴标签谢谢了
4766138372982686,Fri May 06 14:43:21 +0800 2022,5253602494,lanmaooooo,海南 三亚,1,0,真这么过度理解，sugoi发的时候没见你们出来黑啊，离谱
4766136534565778,Fri May 06 14:36:02 +0800 2022,7485454482,小猪没有一米九,其他,0,2,姜姜发的浪漫主义系列比这个更露骨吧也没人说啥啊大家都很喜欢（我很喜欢姜姜只是举个例子） 而且这也不是描写sex的 怎么有对象的rapper一发个可能引发遐想的歌词好像就很不道德  这样不好！
4766136321707755,Fri May 06 14:35:12 +0800 2022,7754470915,ichsyduwyh,其他,0,0,你没错 就是没错
4766135129738392,Fri May 06 14:30:28 +0800 2022,6140757179,ztgzdxh,海外,0,0,网友有毛病吧 这歌词哪里低俗了 自己思想有问题 看什么都低俗 也没说写给yml阿 就算是写给她的 管得着吗  真闲
4766134123892987,Fri May 06 14:26:28 +0800 2022,6094477085,桃香希子,四川 成都,0,0,现在我马师真的成熟 也承受了好多
4766134106590632,Fri May 06 14:26:24 +0800 2022,6482293388,不拿桃花换酒钱,海外 其他,0,0,清朝之后脑袋后面的辫子剪了 心里的辫子倒是没剪
4766131494326076,Fri May 06 14:16:01 +0800 2022,1927882164,歪比巴卜丶歪比巴卜,山东 济南,0,0,马师就是脾气太好了
4766129886596354,Fri May 06 14:09:38 +0800 2022,6406002284,丢只佳,其他,1,2,好 就算是 写的是马师自己女朋友又不是你女朋友 更不是幻想 你在这儿惊爪爪的搞啥子 爬开行不 有些人
4766127232387948,Fri May 06 13:59:05 +0800 2022,3709886623,太阳照在眼睛上-,其他,0,0,哦马思唯，脾气太好了
4766126591185211,Fri May 06 13:56:32 +0800 2022,7271057441,小柯是个der,其他,1,0,说的太对了马师
4766125953386225,Fri May 06 13:53:59 +0800 2022,6401037271,Alex-_W,陕西 西安,0,0,@多糖梅子酒
4766117782619332,Fri May 06 13:21:31 +0800 2022,7366447744,YumyiKameri,四川 成都,0,0,键盘侠真的差不多行啦
4766079056087999,Fri May 06 10:47:39 +0800 2022,2451904231,消磨或厮磨,其他,1,0,拜托，原来现在大家都是不doi的
4766075692254977,Fri May 06 10:34:16 +0800 2022,5286500622,马思唯哦哦哦,湖南,0,0,17年开始，一直喜欢你，到现在你在某种意义上火了，其实一直是不太想很多人过于关注你的，让你无法表达自己想表达的，束手束脚，希望下次写歌你还是能随性所欲。
4766073562333355,Fri May 06 10:25:48 +0800 2022,1747041882,Leon-Scot-Kennedy,浙江 杭州,0,0,没必要回应
4766073352621558,Fri May 06 10:24:59 +0800 2022,7443221225,_马思唯的猫,河南,0,0,营销号都给我爬开
4766072950228864,Fri May 06 10:23:23 +0800 2022,7333216355,nido521,其他,0,0,就算是写女人，人家两口子恩恩爱爱，关这群妖魔鬼怪什么事
4766072647455224,Fri May 06 10:22:11 +0800 2022,1798498061,Notearsforthedead,江西 宜春,0,0,移花接木是贬义词
4766072122639251,Fri May 06 10:20:05 +0800 2022,6642605941,假想敌y1,其他,0,0,好不容易有首对味的歌，给兵马俑唧唧歪歪完了
4766071570303003,Fri May 06 10:17:53 +0800 2022,5853924527,SESYEX_,其他,0,0,那些人都他妈是清朝穿越过来的吗
4766068859994866,Fri May 06 10:07:07 +0800 2022,7323870166,皮皮NA昊,上海,0,0,这就是态度  马师帅！！支持！🥰
4766068189431485,Fri May 06 10:04:28 +0800 2022,7523667981,啾茵熊妮妮D-,四川,0,0,马师都说了不是写给梦玲的，还有的人“我不信”，原来中国已经是无性繁殖阶段了啊，干嘛总是要谈性色变呢，性是什么很羞耻的东西吗
4766068151947390,Fri May 06 10:04:19 +0800 2022,7752813618,Ccccccseven,其他,0,0,马师你写什么我都爱你！！！
4766067572081822,Fri May 06 10:02:00 +0800 2022,5689417966,高老庄公主o,广东 中山,0,0,怎么还有人在裹小脑解开蝴蝶结可以这个不行 我都没用力你怎么那么痛可以这个不行
4766064980264684,Fri May 06 09:51:43 +0800 2022,7719539445,MADMADMadLG,江苏 常州,0,0,“我都没用力你怎么那么痛” 这种词怎么不说的
4766063797209447,Fri May 06 09:47:01 +0800 2022,7451351048,·ciowo,广东 汕头,0,0,'我用我耳朵发现美  懂的自然懂得起'
4766063738488573,Fri May 06 09:46:47 +0800 2022,7451351048,·ciowo,广东 汕头,0,0,"这也太无奈了吧   还一句一句的解释给那些ylg, yxh听.. 有一说一 有些yxh为了博热点是真的没下限哈"
4765778953899164,Thu May 05 14:55:09 +0800 2022,5752308377,扣你淇哇哇哇哇哇,福建 福州,1,1,为什么会让一个rapper解读自己的歌词呢
4765773250432146,Thu May 05 14:32:29 +0800 2022,1632389150,外星卷毛狗,广东,1,0,马师傅，下次歌词让盖给你写，准没事儿~
4766061658640795,Fri May 06 09:38:31 +0800 2022,7420689650,徐辰天xct,吉林 白城,1,0,我就知道马师不是这样的人，只是某些人想歪了
4766061364510946,Fri May 06 09:37:20 +0800 2022,5848100842,小白猪Mak1R,海外 奥地利,0,0,爱听听 写啥都和他们有关系 要我说就不用解释 不理他们就行了
4766060114611304,Fri May 06 09:32:23 +0800 2022,2792421603,失语症sh,其他,1,1,当初姜老师唱真没睡怎么没人狗叫呢
4766059133668337,Fri May 06 09:28:29 +0800 2022,1801423402,建议是保质期前使用,其他,0,0,有一个文学家说他最好的作品是取悦自己的时候作的。
4766058436624615,Fri May 06 09:25:42 +0800 2022,7000526360,如果我是面包狗,其他,0,0,可是我真的很磕他们，并且觉得歌词没问题啊，yxh别瞎整了sing吗
4766057254095526,Fri May 06 09:21:01 +0800 2022,6468098816,啊噗大侠,其他,0,0,支持马师
4766057158411467,Fri May 06 09:20:38 +0800 2022,5676247009,叫我小月pull,其他,0,1,看完了我本人的反应：..............
4766056173012121,Fri May 06 09:16:42 +0800 2022,6615722878,并不狮子的狮子座,其他,0,0,天呐，虽然我平时听马师的歌少，但这歌词真没啥呀，为什么有人能对这过分解读？真就大清亡了，有人还留着辫子？？？
4766055857915479,Fri May 06 09:15:28 +0800 2022,6329664739,王小花吃饭了,其他,0,0,
4766055295355943,Fri May 06 09:13:14 +0800 2022,5101125677,跟我么么叽,其他,0,0,呃，没必要过分解读，写的歌词都要去内涵别人女朋友，挺不礼貌的
4766055224049920,Fri May 06 09:12:56 +0800 2022,5849598851,Jeffrey呀,福建,1,0,马师别理那些下头女 女拳不过是我们时代的垃圾罢了 你没有错！永远支持你
4766054679052605,Fri May 06 09:10:46 +0800 2022,5935666765,ElsalaLan,四川 成都,0,0,谈性色变最后只能被骗
4766053287331880,Fri May 06 09:05:15 +0800 2022,7498798974,栀壬,广东,0,0,国内现在真的连这样的歌词都唱不了吗
4766052670507517,Fri May 06 09:02:48 +0800 2022,6082208740,想吃一笼小笼包,海外,0,0,马师这把子我是很很支持你 到现在我也不理解他们怎么会那么想
4766051852879311,Fri May 06 08:59:33 +0800 2022,7295039651,优秀小洁oho,黑龙江 佳木斯,1,0,那解开蝴蝶结，所有要求不拒绝，又是什么意思阿，感觉网上都说的是。。求个正解家人们
4766051680127914,Fri May 06 08:58:52 +0800 2022,6215409351,似风吹么,其他,0,0,没毛病哦，女拳喜欢在微博搞文字狱
4766050976270005,Fri May 06 08:56:04 +0800 2022,7304393139,如果可以我想一刀砍死你,其他,0,0,一群云说唱 在某音听英文黄歌听的挺来劲的跑到这来踩了 其实马师看他们和傻子一样
4766050438087150,Fri May 06 08:53:55 +0800 2022,1841922362,请叫我QSong,广东 深圳,0,0,理他们干嘛 大清都亡了  你是马思唯啊！
4766025117336024,Fri May 06 07:13:18 +0800 2022,7727329681,竹原千雪_,河北,0,0,你忘了发新歌了
4766023414710685,Fri May 06 07:06:32 +0800 2022,7313543949,亲亲李蕊,其他,0,0,什么年代了这么多人裹小脚
4766021719689027,Fri May 06 06:59:49 +0800 2022,1356300563,UNCCCCXX,四川,0,0,这么好的歌，你和他们说的到个锤子
4766020675831348,Fri May 06 06:55:40 +0800 2022,7389397593,曲奇饼小干Cookies,其他,0,0,我第一次听，感觉很正常，这怎么了，被喷上这个，现在说这首歌好听，都被喷
4766020659840148,Fri May 06 06:55:36 +0800 2022,7491740333,不吃早餐双腿打断,其他,0,0,信你。做音乐有时候确实会碰到不同的声音，听众和音乐人都应该相互理解才对加油
4766018699789848,Fri May 06 06:47:49 +0800 2022,5178885095,小菜鱼oo,天津,1,0,马师继续走你的路！好好搞音乐好好做自己 real rap  就像房琪在为歌而赞李对杨宗纬说的话一样：我们终其一生不是为了满足每一个人，而是为了找到跟自己同频共振的那一部分，而你已经找到了，所以大可不必唱给那些不懂你的人听 老马永远都是我的yyds
4766018117567695,Fri May 06 06:45:30 +0800 2022,5450549287,要走进你梦里,其他,1,6,咱就是说但凡是个成年人，不是黑子，也不会对一首歌来“指指点点”。
4766017823180250,Fri May 06 06:44:20 +0800 2022,5546152381,CH_2001,其他,0,0,马师这人能处。
4766015743852593,Fri May 06 06:36:03 +0800 2022,7186804800,似梦非乡,上海,0,0,现在我国的网络环境已经发展到连一首歌都要管了吗😅
4766015285625426,Fri May 06 06:34:15 +0800 2022,5842136672,电话都不接为什么,其他,0,0,“创作者只提供观察和分享，我们不做共识形成的服务，因为那是教育的失职”
4766013881057423,Fri May 06 06:28:39 +0800 2022,5434936429,ZIYOU肥宅,广东 揭阳,0,0,不用解释懂得自懂
4766013448520653,Fri May 06 06:26:57 +0800 2022,5434936429,ZIYOU肥宅,广东 揭阳,0,0,营销号太可恨了
4766003257672033,Fri May 06 05:46:27 +0800 2022,1779876910,自带电音小金牙,天津,0,0,马思唯自己也没想到终于成流量了
4766000262414488,Fri May 06 05:34:33 +0800 2022,1677657767,-芝士草莓派,其他,0,0,救命 更爱你了
4765983862161775,Fri May 06 04:29:23 +0800 2022,2587503731,不懂只懂你,香港 其他,0,0,这波真没啥问题
4765982281433247,Fri May 06 04:23:06 +0800 2022,7743879678,淸-癯旳亾価乎都没有詺妓髒栁柒,台湾 台北市,0,0,支持马师
4765962458366485,Fri May 06 03:04:20 +0800 2022,6429973367,早睡不得睡着,其他,0,0,[舉手]
4765952090833687,Fri May 06 02:23:08 +0800 2022,7371745126,想食甜甜圈,天津 滨海新区,0,0,@讨厌吃麦当劳
4765951860408495,Fri May 06 02:22:12 +0800 2022,5826324158,JacksonWJE852,其他,0,0,你就做你自己想做的 不必听取太多嘈杂的声音 just do what you want
4765950575903306,Fri May 06 02:17:07 +0800 2022,3207762657,是真的烦死我了,重庆,0,0,马师给我冲！！
4765949431383034,Fri May 06 02:12:34 +0800 2022,5284698360,好念tt,湖南,0,0,@薯条爱吃辣- 是这样
4765947691532970,Fri May 06 02:05:39 +0800 2022,5114704726,ZyxytpZ,内蒙古 呼和浩特,0,0,本来就不是你的听众你跟他讲那么多干嘛 以后写一首解析一首 别搞hiphop了去教高考语文好不好
4765947606335929,Fri May 06 02:05:19 +0800 2022,6310311398,被神喜欢t,四川,0,0,马师脾气真好做自己就好了，不要理会那些人的恶意解读
4765946793165058,Fri May 06 02:02:05 +0800 2022,5580139928,小张不能颓,其他,0,0,虽然但是 是性又怎么样 这创作大环境 真的服了
4765946599703434,Fri May 06 02:01:19 +0800 2022,2479840261,丶鸡排饭加个蛋,山东 青岛,0,0,其实这也算是自己选的路 他选了要出名和流量 吸引的也都是那些不怎么听hip hop的粉丝 要是他还走underground 粉丝都是听崂山道士的就不会有这事情了 这歌词根本没啥问题
4765945035227673,Fri May 06 01:55:06 +0800 2022,6012352296,小洋真头大,江西,0,0,那《纵容》的歌词是什么？ 爱听不听  就说了告我吧
4765943132324204,Fri May 06 01:47:32 +0800 2022,6312854853,李当当当当当当,陕西,0,0,马师 没必要解释 听众也不是那些人 心里是脏的觉得什么都是脏的
4765942300803932,Fri May 06 01:44:14 +0800 2022,3285736504,林母诶婊,福建 泉州,1,0,头上的辫子是剪了 但真的剪了吗？
4765942242083769,Fri May 06 01:44:00 +0800 2022,6495588475,谁都不可以拒绝披萨,其他,0,0,现在营销号怎么就喜欢钻空子
4765941629453369,Fri May 06 01:41:34 +0800 2022,6055477155,Heeyo__,江苏,0,0,@曹钇涵
4765940879983974,Fri May 06 01:38:35 +0800 2022,3285736504,林母诶婊,福建 泉州,0,0,我以为都剪辫子了
4765940120551821,Fri May 06 01:35:33 +0800 2022,6576533822,来碗大米饭_w,其他,0,0,当事人都觉得没事，网友们不行了
4765939507397367,Fri May 06 01:33:08 +0800 2022,7719557683,起風了瑶,其他,1,0,马师不用解释那么多 他们爱咋说咋说 你写你的歌管他们什么事 写你的歌 让他们说去吧 喜欢你的人一直喜欢你
4765937859036848,Fri May 06 01:26:35 +0800 2022,2107826433,一汀子,福建,2,0,👂就完事 每个人本来对事物理解本就不同 脑子里是什么想像的就是什么 做出的音乐是创作者的产物 把阅读理解过分解读的营销号铲除！！！
4765937822074927,Fri May 06 01:26:26 +0800 2022,7719557683,起風了瑶,其他,1,0,马师勇敢飞 小瑶我永相随
4765936832481257,Fri May 06 01:22:30 +0800 2022,7747124915,LJY在微博浪,北京,2,0,不管歌词多大争议，我觉得调子很好听
4765936790274400,Fri May 06 01:22:20 +0800 2022,7329812439,Y_chww,其他,1,0,真的很无厘头 见不得别人火是吧 无缘无故就被说成这样了 那个小人在背后搞
4765936453681472,Fri May 06 01:20:59 +0800 2022,7329812439,Y_chww,其他,1,0,那些说下头的 是不听别的说唱吗？ 怎么别的说唱也有你们照样听呢 见不见啊我真的无语住了
4765935879061685,Fri May 06 01:18:42 +0800 2022,5648690463,叫我sun呐,浙江 嘉兴,1,0,现在网友管真多 有本事你自己写去 马师写性又怎么了 写的是你吗
4765933668664106,Fri May 06 01:09:55 +0800 2022,2163760817,ZiggyStar-,西藏,1,0,词写的非常好非常美。根本不需要理那些缺逼！也不需要解释！那些人就是trash。
4765932708168410,Fri May 06 01:06:07 +0800 2022,7571469138,明年就出狱,其他,1,0,怎么还要解释得那么详细啊我真的会笑…这逼世界连稍微暧昧一点的歌词都要被出警大家都不做爱吗？
4765931458265780,Fri May 06 01:01:09 +0800 2022,5305041095,废话连好几篇的公主,辽宁 大连,1,0,马师，不要理他们！！！
4765930775643433,Fri May 06 00:58:26 +0800 2022,7430313048,皮蛋暴躁爱揍人,其他,2,0,做自己想做的音乐
4765930100360847,Fri May 06 00:55:45 +0800 2022,2351672784,肉肉也好饿,海外,0,0,@骂人的时候要翻白眼 那没事了
4765928606402799,Fri May 06 00:49:49 +0800 2022,2608532647,YOUNGER6_,河南,0,0,不管是什么意思，歌词都挺美的啊
4765928472186012,Fri May 06 00:49:17 +0800 2022,6463423089,哇哇哇哇哇哇哇冲浪新人嘎嘎香,其他,0,0,支持支持
4765927712753450,Fri May 06 00:46:16 +0800 2022,6276829930,Patr1ck---,其他,0,0,我想说这首歌从头到尾没说写的是谁！都是网友自己想象。有的网友挺可笑的，自己脑子不干净去攻击人
4765926874940003,Fri May 06 00:42:55 +0800 2022,5771374549,杀猪饲料的黑马王子,其他,0,0,我只能说个别自以为是网络警察的伙计太亏贼了
4765926761693236,Fri May 06 00:42:28 +0800 2022,5668272780,小粥今天吃饭了吗,其他,0,0,其实chengt承认也没那么难，就算写的是性又怎么样？
4765926530221108,Fri May 06 00:41:33 +0800 2022,5449554844,王嘉尔在逃毛线帽,其他,0,0,网友们没事吧！马师别理他们
4765925801460547,Fri May 06 00:38:40 +0800 2022,6081888444,Lialh叶湛英,新疆 乌鲁木齐,0,0,人家马思唯就是想做一首好听的歌给你们听 被你们想到yml那里去了 脑阔有包是不
4765925272980631,Fri May 06 00:36:34 +0800 2022,7238139983,Champ_rui,河南,0,0,网络小警察们差不多得了
4765923988473825,Fri May 06 00:31:28 +0800 2022,5625788959,bbImsleep,黑龙江 鸡西,0,0,网友真的闲
4765923687530910,Fri May 06 00:30:15 +0800 2022,2143034282,my龟_,浙江 金华,0,0,听个歌，G点低到离谱。怎么？他两现场你看见了？女生啥也没说，你们倒是先把人家头按画面里了。
4765921803241799,Fri May 06 00:22:47 +0800 2022,7270085852,Benexd,其他,0,0,我不信rapper都很敢唱
4765921581727813,Fri May 06 00:21:53 +0800 2022,6627062248,眉间瓷,其他,1,0,"裸体一旦成为艺术,便是最圣洁的;道德一旦沦为虚伪,便是最下流的。勇敢地去做你认为正确的事情,不要被世俗的流言蜚语所困扰。"
4765918955835965,Fri May 06 00:11:28 +0800 2022,5533666893,GengQzr,四川 成都,0,0,你挨拳挨闷了啊
4765917554675925,Fri May 06 00:05:54 +0800 2022,6214879324,曦月-w,天津,0,0,强行解释掰扯，想表达啥你自己心里也有数，歌词也挺low土的说实话，建议你多看看书好好提升你的需要文化素样吧，口水歌都比不上。
4765917172731180,Fri May 06 00:04:23 +0800 2022,6047092196,睡不醒欧欧,四川,0,0,太搞笑了吧那些人
4765916409891467,Fri May 06 00:01:21 +0800 2022,6723867137,jiyoung_0224,其他,0,0,我理解到了歌词的含义 因为平时喜欢听说唱 这有什么错呀 不理解
4765915779957775,Thu May 05 23:58:50 +0800 2022,7277291274,小岛Hilda,其他,0,0,真的有点无语了，他们都是穿越来的吧，在他们耳边放wap是不是会原地炸毛
4765915763179738,Thu May 05 23:58:46 +0800 2022,7602749379,CitrAxnny_,其他,0,0,别理他们
4765915516769024,Thu May 05 23:57:48 +0800 2022,5910002019,宛洛长安,浙江,0,0,记错了还以为关注了加个关 感觉写的没过啊
4765915357646135,Thu May 05 23:57:10 +0800 2022,7300086457,uuu747,其他,1,0,真的看不惯有人喷你
4765915323040084,Thu May 05 23:57:01 +0800 2022,7300086457,uuu747,其他,1,0,我挺你我挺你我挺你我挺你我挺你 马师。快看我的微博 有一篇专门为你写的。我喜欢了五年。平时基本都是只听你的歌。看看你的巡演。然后我自己平时也会写写。那首黑马王子的beat我当时用来写歌 比你发歌还早三个月我看你发了后当时真的激动疯了！！！但这次真的忍不住要发声了！！！
4765915276644979,Thu May 05 23:56:51 +0800 2022,7003438081,什么玩意hhh,其他,0,0,写给yml是网友自己认为吧笑死写首歌就是x了 那是不是两只老虎跑得快也有点x啊
4765915234701694,Thu May 05 23:56:41 +0800 2022,3122257962,爱看坝坝球,四川 成都,0,0,这首歌那么好听的啊！
4765915117261038,Thu May 05 23:56:13 +0800 2022,6608506428,北冥夜殇Playboy,重庆,0,0,我就说。。。。为什么都上热搜了，马师的粉丝量能 不能破200万啊
4765913905105240,Thu May 05 23:51:24 +0800 2022,5471562533,一只小阿梅Z,四川 成都,0,0,马师，不要涨视他们！
4765912827429211,Thu May 05 23:47:06 +0800 2022,5687943771,ffffffffffavorite,其他,0,0,笑死了 众所周知微博里的人都是接吻怀孕的
4765912009281903,Thu May 05 23:43:52 +0800 2022,7355569488,我才不要驼背,其他,0,0,酷炸了
4765911616063856,Thu May 05 23:42:18 +0800 2022,7300086457,uuu747,其他,0,0,凭什么现在自己的作品这种都没法表达正常的情绪了
4765911485778649,Thu May 05 23:41:47 +0800 2022,7300086457,uuu747,其他,0,0,谁敢喷马师。五年老粉在这 made。我也不想变成跟喷子一样的人。不太会回喷。但你们喷马师如果只是想发泄女权。不如你们来骂我。我觉得没啥事
4765911465329876,Thu May 05 23:41:42 +0800 2022,5455174813,让我自己一个人呆会儿,河南,0,0,一帮人瞎在那过度理解，怎么还上升到辱女了我真服了，闲疯了吧
4765911455631568,Thu May 05 23:41:40 +0800 2022,2550303863,橋声Ng,北京 海淀区,0,0,不用解释，网络越来愈敏感，坚信自己
4765911422602474,Thu May 05 23:41:32 +0800 2022,5853760093,理想型妍妍,其他,0,0,做你自己就好啦 别理他们 哥一直是最棒的
4765911250899022,Thu May 05 23:40:51 +0800 2022,7300086457,uuu747,其他,0,0,哪怕写的是男女之间又怎么样了啊。部分极端女权是不是魔怔了啊
4765911023879299,Thu May 05 23:39:57 +0800 2022,6285875940,Ay-tsao-,四川,0,0,这次真的蛮无语的 马师实惨
4765910151202197,Thu May 05 23:36:29 +0800 2022,7520545429,去宇宙蹦迪辽,其他,0,0,拜托，性不是耻，过分解读的人才下头吧
4765910143860925,Thu May 05 23:36:26 +0800 2022,5427905716,嘎嘎的四个儿子,其他,0,0,有些人就是现生过得不好，故意发泄情绪的这歌词有啥需要解释的！！无语极了
4765909909245881,Thu May 05 23:35:31 +0800 2022,5238577532,JorjaSu,福建,0,0,保护马师
4765908608483367,Thu May 05 23:30:20 +0800 2022,6234914831,速溶海,海南,0,0,是啊！！！马师好冤哪哈哈哈哈//@去摘水星 :是写给女朋友的又怎么样 大清已经亡了网友们！！！！
4765908549244443,Thu May 05 23:30:07 +0800 2022,6589048341,0tthh0,其他,0,0,国外也有很多音乐描写性 怎么不去说呢 怎么国内rapper唱了就要这样说呢
4765908432329010,Thu May 05 23:29:39 +0800 2022,5501611462,怀揣梦想的解,黑龙江 佳木斯,0,0,就是不理解马师的歌词为什么非要安在em0身上？就因为你知道马师的女朋友是谁就硬安？是谁脑子里想啥啥啥 我不说
4765907795316919,Thu May 05 23:27:07 +0800 2022,1646484400,elva_unique,上海,0,0,不用管这些无聊的争议
4765907337347216,Thu May 05 23:25:17 +0800 2022,3259320582,张沐阳vvv,安徽,0,0,顶马思唯
4765907174555712,Thu May 05 23:24:38 +0800 2022,7509812628,本大爺殺死壞情緒,其他,0,0,封杀！
4765906561928261,Thu May 05 23:22:13 +0800 2022,5283833223,可0爱0小0鱼,香港,2,0,就算写性又怎样 不懂
4765906460477732,Thu May 05 23:21:49 +0800 2022,6577547977,Sokouton,江苏 苏州,0,0,这有啥可给他们解释的是又怎样！
4765906058611790,Thu May 05 23:20:13 +0800 2022,7617120995,青提乌云,山东 济南,0,0,爱你马老师
4765905915222138,Thu May 05 23:19:39 +0800 2022,2568722711,英雄的少女梦AIJ,河南 鹤壁,2,0,纯纯吃瓜来的 我寻思多黄呢 就这？这叫黄？？
4765905718870888,Thu May 05 23:18:51 +0800 2022,3242078715,季风之隐-,其他,1,0,估计马思唯写歌的时候都没发现这个歌词有什么问题吧…愣是给营销号解出这种意思.
4765905652029197,Thu May 05 23:18:36 +0800 2022,6074745891,FiFi的脚趾头,澳门,0,0,无需解释！！
4765905235744652,Thu May 05 23:16:57 +0800 2022,7696587517,MULASAKIIII,其他,0,0,果然微博是女🚾
4765905215030304,Thu May 05 23:16:51 +0800 2022,2810077685,鑫哥喜欢打斯诺克,四川 绵阳,0,0,祝那些喷子永远没有性生活吧
4765905089991147,Thu May 05 23:16:22 +0800 2022,2112302910,有辮子,其他,0,0,I ain't gon lie
4765905059579720,Thu May 05 23:16:15 +0800 2022,6364459006,amzing04,福建 泉州,0,0,馬師好怨，小朋友們還是聽童謠吧
4765904841740688,Thu May 05 23:15:23 +0800 2022,2717426555,天天都想吃蛋糕,贵州 遵义,0,0,有啷个必要解释 不懂算求！太多人都懂你了！ 到时候票都不好买些！
4765904804256173,Thu May 05 23:15:14 +0800 2022,1743064701,惹火辣妹铁小蛋,其他,0,0,解释一大堆干啥啊 就是那个意思又怎么了 谈恋爱不做爱谈柏拉图吗
4765904653780517,Thu May 05 23:14:38 +0800 2022,1763792917,Kiko_心跳的那首歌,湖北 武汉,0,0,剽悍的人生不需要解释  音乐听的是旋律 
4765904590868407,Thu May 05 23:14:23 +0800 2022,7091067267,梦想是永远不失眠,其他,0,0,又搞文字狱😅
4765904175111701,Thu May 05 23:12:44 +0800 2022,1789931071,t3dddy,广东 珠海,0,0,真有必要解释吗？？
4765902736458738,Thu May 05 23:07:00 +0800 2022,7282082500,半圆的月亮_k,其他,0,0,辛苦你了
4765902707625028,Thu May 05 23:06:54 +0800 2022,5312450634,墨楚白23,其他,1,0,马师，有一说一现在搞这些解释b用没有，说真的你自己也不信吧，给你个公关方法，直接娶了易梦玲就能阻止舆论发酵了，毕竟歌词写女朋友有事，写老婆可不叫事
4765902262505026,Thu May 05 23:05:08 +0800 2022,1936889407,白天不见喵,湖南 岳阳,0,0,笑死，rapper写床戏还要发微博道歉，不知道是哪里出了问题
4765902194871204,Thu May 05 23:04:52 +0800 2022,5591895011,oohyeh,其他,0,0,哥 别管他们 歌真的很好听！
4765901896813815,Thu May 05 23:03:41 +0800 2022,5202591671,obliviateallthings,澳门,0,0,哦
4765901515133012,Thu May 05 23:02:10 +0800 2022,5584574673,迷路的云__,广西 来宾,0,1,@夜行春日下 
4765901192958951,Thu May 05 23:00:53 +0800 2022,1628453167,蓝色蒙克,其他,0,0,写你想写的，做你想做的
